Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
77,20,RL,8475,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,GasA,Ex,Y,FuseA,952,0,0,952,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,43,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,4,2008,WD,Normal,135750
78,50,RM,8635,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,GasA,TA,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,TA,6,Min1,0,None,Detchd,35,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,MnPrv,None,0,1,2008,WD,Normal,127000
79,90,RL,10778,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,Hip,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,GasA,TA,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,TA,8,Typ,0,None,None,98,None,0,None,None,Y,0,0,0,0,0,0,0,None,None,0,4,2010,WD,Normal,136500
80,50,RM,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,GasA,Gd,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,TA,5,Typ,0,None,Detchd,53,Unf,2,TA,TA,Y,74,0,128,0,0,0,0,MnPrv,None,0,5,2009,WD,Normal,110000
84,20,RL,8892,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,Gable,CompShg,MetalSd,MetalSd,66,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,GasA,Gd,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,TA,6,Typ,0,None,Detchd,61,Unf,2,TA,TA,Y,74,0,0,0,0,0,0,None,None,0,7,2007,COD,Normal,126500
85,80,RL,8530,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,Gable,CompShg,HdBoard,HdBoard,22,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,GasA,Gd,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,82,Fin,2,TA,TA,Y,120,72,0,0,0,0,0,None,Shed,700,5,2009,WD,Normal,168500
86,60,RL,16059,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,Hip,CompShg,HdBoard,HdBoard,284,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,GasA,Ex,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,78,Unf,2,TA,TA,Y,127,82,0,0,0,0,0,None,None,0,4,2006,WD,Normal,260000
87,60,RL,11911,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,GasA,Ex,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,92,Fin,2,TA,TA,Y,100,38,0,0,0,0,0,None,None,0,3,2009,WD,Normal,174000
88,160,FV,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,Gable,CompShg,VinylSd,VinylSd,76,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,GasA,Ex,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,96,RFn,2,TA,TA,Y,0,234,0,0,0,0,0,None,None,0,6,2009,New,Partial,164500
89,50,C (all),8470,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,Hip,CompShg,Plywood,Plywood,0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,GasA,TA,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,Fa,6,Typ,0,None,None,98,None,0,None,None,N,0,0,156,0,0,0,0,MnPrv,None,0,10,2009,ConLD,Abnorml,85000
91,20,RL,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,Gable,CompShg,BrkFace,Wd Sdng,0,TA,TA,Slab,None,None,None,None,0,None,0,0,GasA,TA,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,37,Unf,2,TA,TA,Y,0,29,0,0,0,0,0,None,None,0,7,2006,WD,Normal,109900
92,20,RL,8500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,Hip,CompShg,HdBoard,HdBoard,203,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,GasA,TA,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,TA,6,Typ,0,None,Attchd,48,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,GdWo,None,0,12,2006,WD,Abnorml,98600
93,30,RL,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,GasA,Ex,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,10,Unf,2,TA,TA,Y,0,0,44,0,0,0,0,None,None,0,8,2009,WD,Normal,163500
96,60,RL,9765,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,Gable,CompShg,VinylSd,VinylSd,68,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,GasA,Gd,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,80,Fin,2,TA,TA,Y,232,63,0,0,0,0,0,None,Shed,480,4,2009,WD,Normal,185000
99,30,RL,10625,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,GasA,Fa,N,SBrkr,835,0,0,835,0,0,1,0,2,1,TA,5,Typ,0,None,Basment,9,Unf,1,Fa,TA,Y,0,0,77,0,0,0,0,None,Shed,400,5,2010,COD,Abnorml,83000
100,20,RL,9320,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,Gable,CompShg,Plywood,Plywood,0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,GasA,Fa,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,TA,6,Typ,0,None,None,98,None,0,None,None,Y,352,0,0,0,0,0,0,None,Shed,400,1,2010,WD,Normal,128950
101,20,RL,10603,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,Gable,CompShg,Plywood,Plywood,28,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,GasA,Gd,Y,SBrkr,1610,0,0,1610,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,64,RFn,2,TA,TA,Y,168,68,0,0,0,0,0,None,None,0,2,2010,WD,Normal,205000
102,60,RL,9206,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,Gable,CompShg,HdBoard,HdBoard,336,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,741,GasA,TA,Y,SBrkr,977,755,0,1732,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,72,Fin,2,TA,TA,Y,192,46,0,0,0,0,0,None,None,0,6,2010,WD,Normal,178000
103,90,RL,7018,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,Gable,CompShg,HdBoard,HdBoard,0,TA,Fa,Slab,None,None,None,None,0,None,0,0,GasA,TA,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,None,Attchd,66,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,6,2009,WD,Alloca,118964
104,20,RL,10402,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1226,GasA,Ex,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,96,RFn,3,TA,TA,Y,0,36,0,0,0,0,0,None,None,0,5,2010,WD,Normal,198900
106,60,FV,9375,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,Hip,CompShg,VinylSd,VinylSd,768,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1053,GasA,Ex,Y,SBrkr,1053,939,0,1992,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,90,RFn,2,TA,TA,Y,140,45,0,0,0,0,0,None,None,0,8,2008,WD,Normal,250000
107,30,RM,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,Mansard,CompShg,VinylSd,VinylSd,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,641,GasA,Gd,Y,SBrkr,1047,0,0,1047,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,41,Unf,1,Fa,Fa,N,0,0,0,0,0,0,0,None,Shed,450,8,2007,WD,Normal,100000
109,50,RM,8500,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,Gable,CompShg,CemntBd,CmentBd,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,793,GasW,TA,N,FuseF,997,520,0,1517,0,0,2,0,3,1,Fa,7,Typ,0,None,None,98,None,0,None,None,N,0,0,144,0,0,0,0,None,None,0,8,2007,WD,Normal,115000
110,20,RL,11751,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,Hip,CompShg,Plywood,Plywood,480,TA,TA,CBlock,Gd,TA,No,BLQ,705,Unf,0,1139,GasA,Ex,Y,SBrkr,1844,0,0,1844,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,64,RFn,2,TA,TA,Y,0,122,0,0,0,0,0,MnPrv,None,0,1,2010,COD,Normal,190000
111,50,RL,9525,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,Fa,No,Rec,444,Unf,0,550,GasA,Gd,Y,SBrkr,1216,639,0,1855,0,0,2,0,4,1,TA,7,Typ,0,None,Attchd,41,Unf,1,TA,TA,Y,182,0,0,0,0,0,0,None,None,0,10,2006,WD,Normal,136900
113,60,RL,9965,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,220,Gd,TA,PConc,Ex,TA,Av,GLQ,984,Unf,0,280,GasA,Ex,Y,SBrkr,1282,1414,0,2696,1,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,94,Fin,3,TA,TA,Y,120,184,0,0,168,0,0,None,None,0,10,2007,New,Partial,383970
114,20,RL,21000,Pave,None,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,Hip,CompShg,Wd Sdng,Wd Sdng,184,TA,Gd,CBlock,Gd,TA,Mn,ALQ,35,Rec,869,905,GasA,TA,Y,SBrkr,2259,0,0,2259,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Basment,40,Unf,2,TA,TA,Y,166,120,192,0,0,0,0,MnPrv,None,0,10,2007,COD,Abnorml,217000
115,70,RL,7259,Pave,None,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,Gambrel,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,ALQ,774,LwQ,150,104,GasA,Ex,Y,SBrkr,1436,884,0,2320,1,0,2,1,3,1,Gd,9,Typ,1,TA,Detchd,32,Unf,1,TA,TA,Y,224,0,0,0,0,0,0,MnPrv,None,0,7,2007,WD,Normal,259500
116,160,FV,3230,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,Gable,CompShg,MetalSd,MetalSd,1129,TA,TA,PConc,Gd,TA,No,GLQ,419,Unf,0,310,GasA,Gd,Y,SBrkr,729,729,0,1458,0,0,2,1,2,1,TA,5,Typ,1,Fa,Detchd,86,Unf,2,TA,TA,Y,0,32,0,0,0,0,0,None,None,0,6,2007,WD,Normal,176000
117,20,RL,11616,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,Gable,CompShg,Wd Sdng,Wd Sdng,116,TA,TA,CBlock,TA,TA,No,LwQ,170,BLQ,670,252,GasA,TA,Y,SBrkr,1092,0,0,1092,0,1,1,0,3,1,TA,6,Typ,1,Po,Attchd,49,Unf,1,TA,TA,Y,0,20,144,0,0,0,0,None,None,0,9,2009,WD,Normal,139000
120,60,RL,8461,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,GasA,Ex,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,92,Fin,2,TA,TA,Y,0,24,0,0,0,0,0,None,None,0,7,2006,New,Partial,163990
121,80,RL,21453,Pave,None,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,6,5,1969,Flat,Metal,Plywood,Plywood,0,TA,TA,CBlock,TA,TA,Gd,ALQ,938,Unf,0,0,GasA,Ex,Y,SBrkr,988,0,0,988,1,0,1,0,1,1,TA,4,Typ,2,TA,Attchd,56,Unf,2,TA,TA,Y,0,130,0,130,0,0,0,None,None,0,10,2006,WD,Normal,180000
123,20,RL,9464,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,Hip,CompShg,MetalSd,MetalSd,135,TA,Gd,CBlock,TA,TA,No,BLQ,570,Unf,0,510,GasA,Gd,Y,SBrkr,1080,0,0,1080,0,0,1,0,3,1,TA,5,Typ,0,None,Attchd,45,Unf,1,TA,TA,Y,0,0,0,0,130,0,0,None,None,0,6,2008,WD,Normal,136000
124,120,RL,7892,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,Gable,CompShg,Plywood,Plywood,0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,899,GasA,Ex,Y,SBrkr,1199,0,0,1199,0,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,80,RFn,2,TA,TA,Y,0,63,0,0,0,0,0,None,None,0,3,2008,WD,Normal,153900
125,20,RL,17043,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,Gable,CompShg,HdBoard,HdBoard,0,TA,Gd,CBlock,Gd,Fa,No,Unf,0,Unf,0,1362,GasA,TA,Y,SBrkr,1586,0,0,1586,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,66,Unf,2,TA,TA,Y,192,0,0,0,0,0,0,None,None,0,1,2009,WD,Normal,181000
126,190,RM,6780,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,Fa,CBlock,TA,TA,Av,GLQ,490,Unf,0,30,GasA,Gd,N,SBrkr,520,0,234,754,1,0,1,0,2,1,TA,5,Typ,0,None,None,98,None,0,None,None,N,53,0,0,0,0,0,0,None,None,0,6,2006,WD,Normal,84500
127,120,RL,4928,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1976,Gable,CompShg,Plywood,Plywood,0,TA,TA,CBlock,Gd,TA,No,ALQ,120,Unf,0,958,GasA,TA,Y,SBrkr,958,0,0,958,0,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,64,RFn,2,TA,TA,Y,0,205,0,0,0,0,0,None,None,0,2,2007,WD,Normal,128000
128,45,RM,4388,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Unf,5,7,1930,Gable,CompShg,WdShing,Wd Sdng,0,TA,Gd,BrkTil,TA,TA,No,LwQ,116,Unf,0,556,GasA,Ex,Y,SBrkr,840,0,0,840,0,0,1,0,3,1,TA,5,Typ,1,TA,None,98,None,0,None,None,N,0,0,0,0,0,0,0,None,None,0,6,2007,WD,Normal,87000
130,20,RL,8973,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,Gable,CompShg,Plywood,Plywood,85,TA,TA,CBlock,TA,TA,No,Rec,567,BLQ,28,413,GasA,TA,Y,FuseA,1053,0,0,1053,0,1,1,1,3,1,Ex,6,Typ,0,None,2Types,85,RFn,2,TA,TA,Y,0,80,0,180,0,0,0,MnWw,None,0,7,2006,WD,Abnorml,150000
131,60,RL,14200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,Gable,CompShg,MetalSd,MetalSd,309,TA,TA,CBlock,TA,TA,No,Rec,445,Unf,0,479,GasA,Ex,Y,SBrkr,1216,941,0,2157,0,0,2,1,4,1,Gd,8,Typ,2,Gd,Attchd,53,Fin,2,TA,TA,Y,105,66,0,0,0,0,0,GdPrv,None,0,5,2006,WD,Normal,226000
133,20,RL,7388,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,No,Rec,405,Unf,0,658,GasA,Gd,Y,SBrkr,1327,0,0,1327,1,0,1,0,3,1,Gd,7,Typ,0,None,Detchd,61,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,7,2007,WD,Normal,150750
134,20,RL,6853,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,Gable,CompShg,VinylSd,VinylSd,136,Gd,TA,PConc,Ex,TA,No,GLQ,1005,Unf,0,262,GasA,Ex,Y,SBrkr,1296,0,0,1296,1,0,2,0,2,1,Gd,6,Typ,0,None,Attchd,88,Fin,2,TA,TA,Y,192,25,0,0,0,0,0,None,None,0,6,2009,WD,Normal,220000
136,20,RL,10400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,Hip,CompShg,Plywood,Plywood,288,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1304,GasA,Gd,Y,SBrkr,1682,0,0,1682,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,57,Unf,2,TA,TA,Y,98,0,0,0,0,0,0,MnPrv,None,0,5,2008,WD,Normal,174000
137,20,RL,10355,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,Gable,CompShg,MetalSd,MetalSd,196,TA,TA,CBlock,TA,TA,No,BLQ,695,Unf,0,519,GasA,TA,Y,SBrkr,1214,0,0,1214,0,0,2,0,3,1,TA,5,Typ,1,Fa,Attchd,54,RFn,1,TA,TA,Y,0,111,0,0,0,0,0,None,None,0,7,2007,WD,Normal,143000
139,60,RL,9066,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,Gable,CompShg,VinylSd,VinylSd,320,Gd,TA,PConc,Gd,TA,Mn,GLQ,668,Unf,0,336,GasA,Ex,Y,SBrkr,1004,848,0,1852,0,0,2,1,3,1,Gd,7,Typ,2,TA,Attchd,86,Fin,3,TA,TA,Y,224,106,0,0,0,0,0,GdPrv,None,0,12,2008,WD,Normal,230000
140,60,RL,15426,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,No,GLQ,821,Unf,0,107,GasA,Ex,Y,SBrkr,928,836,0,1764,1,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,84,RFn,2,TA,TA,Y,276,99,0,0,0,0,0,MnPrv,None,0,8,2009,WD,Normal,231500
142,20,RL,11645,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,Unf,0,434,GasA,Ex,Y,SBrkr,1734,0,0,1734,1,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,92,Fin,2,TA,TA,Y,160,24,0,0,0,0,0,None,None,0,1,2006,WD,Normal,260000
143,50,RL,8520,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,Gable,CompShg,BrkFace,Wd Sdng,0,TA,Fa,CBlock,TA,TA,No,Rec,507,Unf,0,403,GasA,Fa,Y,SBrkr,910,475,0,1385,0,0,2,0,4,1,TA,6,Typ,0,None,Detchd,87,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,MnPrv,None,0,6,2010,WD,Normal,166000
144,20,RL,10335,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,183,Gd,TA,PConc,Gd,TA,Gd,GLQ,679,Unf,0,811,GasA,Ex,Y,SBrkr,1501,0,0,1501,1,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,86,RFn,2,TA,TA,Y,144,29,0,0,0,0,0,None,None,0,6,2009,WD,Normal,204000
146,160,RM,2522,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,50,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,GasA,Ex,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,Gd,7,Maj1,0,None,Detchd,91,Unf,2,TA,TA,Y,0,40,0,0,0,0,0,None,None,0,4,2006,WD,Normal,130000
147,30,RM,6120,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,TA,TA,No,BLQ,209,Unf,0,506,GasA,TA,Y,FuseA,875,0,0,875,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,20,Unf,1,Fa,TA,Y,48,0,0,0,0,0,0,None,None,0,11,2009,WD,Normal,105000
148,60,RL,9505,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,Gable,CompShg,VinylSd,VinylSd,180,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,884,GasA,Ex,Y,SBrkr,884,1151,0,2035,0,0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,88,Fin,2,TA,TA,Y,144,48,0,0,0,0,0,None,None,0,5,2010,WD,Normal,222500
150,50,RM,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,896,GasA,Gd,Y,FuseA,896,448,0,1344,0,0,1,0,3,1,TA,7,Typ,0,None,Detchd,25,Unf,1,Fa,TA,Y,200,114,0,0,0,0,0,None,None,0,4,2006,WD,Normal,115000
151,20,RL,10356,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,TA,TA,Av,BLQ,716,Unf,0,253,GasA,TA,Y,SBrkr,969,0,0,969,0,0,1,1,3,1,TA,5,Typ,0,None,Attchd,62,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,MnPrv,None,0,1,2007,WD,Normal,122000
152,20,RL,13891,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,Hip,CompShg,VinylSd,VinylSd,436,Gd,TA,PConc,Ex,TA,Gd,GLQ,1400,Unf,0,310,GasA,Ex,Y,SBrkr,1710,0,0,1710,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,94,RFn,3,TA,TA,Y,0,102,0,0,0,0,0,None,None,0,1,2008,New,Partial,372402
153,60,RL,14803,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,Gable,CompShg,HdBoard,HdBoard,252,TA,TA,CBlock,TA,TA,No,Rec,416,Unf,0,409,GasA,Gd,Y,SBrkr,1097,896,0,1993,0,0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,58,RFn,2,TA,TA,Y,0,66,0,0,0,0,0,GdWo,None,0,6,2006,WD,Normal,190000
